File Name,Drive Link,Code,Original Item Description,original price Rs. (A),35%Margin price Rs,Roud Off (B),(Our Price Rs (A +B),Modified Item Description,Extracted Codes (OCR)
IMG-20260320-WA0001.jpg,,,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -450 rs FREE SHIPPING ALL OVER INDIA😊,450.0,157.5,158,608,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -608 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1101, T84C, N225N, 8425092, No.3599, L-24 inch, Bormal"
IMG-20260320-WA0002.jpg,,,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -450 rs FREE SHIPPING ALL OVER INDIA😊,450.0,157.5,158,608,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -608 rs FREE SHIPPING ALL OVER INDIA😊,"Code -1102, M84B, N225N, 9625085, No.8599, L-24 inch, 1GM, Mal"
IMG-20260320-WA0003.jpg,,,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -450 rs FREE SHIPPING ALL OVER INDIA😊,450.0,157.5,158,608,*1 GM FORMING FANCY BORMAL* Length- 24 Inch Price -608 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1103, M84B, N225N, 9625085, No.8599, L-24inch, 1GM, Bormal"
VID-20260320-WA0004.mp4,,,*1 GM FORMING 2 Line Poha Har* Length- 28 Inch Price - 580 rs FREE SHIPPING ALL OVER INDIA😊,580.0,203.0,203,783,*1 GM FORMING 2 Line Poha Har* Length- 28 Inch Price - 783 rs FREE SHIPPING ALL OVER INDIA😊,"Code-759, MIIOC, N29ON, 8621056, No.71200, SAC, L28 inches"
VID-20260320-WA0005.mp4,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -690rs FREE SHIPPING ALL OVER INDIA😊,690.0,241.5,241,931,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -931rs FREE SHIPPING ALL OVER INDIA😊,"Code-1206, M134B, N34SN, 5638067, No.9850, L-38 inch"
VID-20260315-WA0014.mp4,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -690rs FREE SHIPPING ALL OVER INDIA😊,690.0,241.5,241,931,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -931rs FREE SHIPPING ALL OVER INDIA😊,"Code-1207, SAC, M134B, NJASN, 9738056, No.9850, L-36 Inch"
IMG-20260311-WA0001.jpg,,,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1000 rs FREE SHIPPING ALL OVER INDIA😊,1000.0,350.0,350,1350,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1350 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1205, SAC, M194C, NSOON, 4265077, L-28 Inch, No.91200"
IMG-20260311-WA0000.jpg,,,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1000 rs FREE SHIPPING ALL OVER INDIA😊,1000.0,350.0,350,1350,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1350 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1204, SA"", L-28 Inch, M194C, NSOON, 8965024, No.81200, Eae)"
IMG-20260313-WA0023.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1274, SAC, M334C, N8SON, 34120056, No. 93200, L38 inch"
IMG-20260313-WA0024.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1274, SAC, M334C, N8SON, 34120056, No 93200, 5 A C, L38 inch"
IMG-20260313-WA0025.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1272, SAC, M334C, N8SON, 34120056, NO 93200, 6 A, L38 inch"
IMG-20260313-WA0027.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1270, SAC, M334C, N8SON, 34120056, NO. 93200, 5 A, L38 inch"
IMG-20260313-WA0028.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1900 rs FREE SHIPPING ALL OVER INDIA😊,1900.0,665.0,665,2565,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2565 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1268, SAC, M374C, NOSON, 34140056, NO. 93500, 8 A C, L38 Inch"
IMG-20260313-WA0030.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1900 rs FREE SHIPPING ALL OVER INDIA😊,1900.0,665.0,665,2565,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2565 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1267, SAC, M374C, N9SON, 34140056, NO 93500, L38 inch"
IMG-20260313-WA0031.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1256, M334C, N8SON, 34120056, NO. 93200, L38 inch"
IMG-20260313-WA0029.jpg,,,*1 GM FORMING RAANI HAAR* Length- 28 Inch Price - 850 rs FREE SHIPPING ALL OVER INDIA😊,850.0,297.5,298,1148,*1 GM FORMING RAANI HAAR* Length- 28 Inch Price - 1148 rs FREE SHIPPING ALL OVER INDIA😊,"SAC, M166B, N42SN, 3250010, No.91500, 5 A, L 28 inch"
IMG-20260316-WA0041.jpg,,,,0.0,0.0,0,0,,"M76B, Code-1117, NZOON, SAC, 7819523, No.8550, L-36 inch"
IMG-20260316-WA0038.jpg,,,,0.0,0.0,0,0,,"TS8B, Code-1137, N1SSN, 8914033, N0.2440, 6844d, 1#a, L-22 inch"
VID-20260319-WA0029.mp4,,,"✨ गुढीपाडव्याच्या हार्दिक शुभेच्छा ✨ नवीन वर्ष, नवीन स्वप्नं, नवीन यशाची सुरुवात! 💫 सोनेरी नात्यांसारखंच तुमचं आयुष्य उजळत राहो 💛 📍Sururarts Creation 📍 Nerul | Panvel | Ghatkopar",0.0,0.0,0,0,"✨ गुढीपाडव्याच्या हार्दिक शुभेच्छा ✨ नवीन वर्ष, नवीन स्वप्नं, नवीन यशाची सुरुवात! 💫 सोनेरी नात्यांसारखंच तुमचं आयुष्य उजळत राहो 💛 📍Sururarts Creation 📍 Nerul | Panvel | Ghatkopar","syrutigts, GUDI, 8108140424"
